SOURCE,PATHWAY,link
Panther_Pathway,Salvage pyrimidine deoxyribonucleotides,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Salvage%20pyrimidine%20deoxyribonucleotides&listType=8
Panther_Pathway,Methylmalonyl pathway,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Methylmalonyl%20pathway&listType=8
Panther_Pathway,Lipoate_biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Lipoate%20biosynthesis&listType=8
Panther_Pathway,Flavin biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Flavin%20biosynthesis&listType=8
Panther_Pathway,Coenzyme A biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Coenzyme%20A%20biosynthesis&listType=8
Panther_Pathway,Arginine biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Arginine%20biosynthesis&listType=8
Panther_Pathway,Adenine and hypoxanthine salvage pathway,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Adenine%20and%20hypoxanthine%20salvage%20pathway&listType=8
Panther_Pathway,Methylcitrate cycle,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Methylcitrate%20cycle&listType=8
Panther_Pathway,Threonine biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Threonine%20biosynthesis&listType=8
Panther_Pathway,Pyridoxal-5-phosphate biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Pyridoxal-5-phosphate%20biosynthesis&listType=8
Panther_Pathway,Gamma-aminobutyric acid synthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Gamma-aminobutyric%20acid%20synthesis&listType=8
Panther_Pathway,Aminobutyrate degradation,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Aminobutyrate%20degradation&listType=8
Panther_Pathway,S-adenosylmethionine biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=S-adenosylmethionine%20biosynthesis&listType=8
Panther_Pathway,5-Hydroxytryptamine biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=5-Hydroxytryptamine%20biosynthesis&listType=8
Panther_Pathway,Glutamine glutamate conversion,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Glutamine%20glutamate%20conversion&listType=8
Panther_Pathway,Xanthine and guanine salvage pathway,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Xanthine%20and%20guanine%20salvage%20pathway&listType=8
Panther_Pathway,Tetrahydrofolate biosynthesis,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Tetrahydrofolate%20biosynthesis&listType=8
Panther_Pathway,Triacylglycerol metabolism,https://www.pantherdb.org/pathway/pathwayList.do?searchType=basic&fieldName=all&organism=all&fieldValue=Triacylglycerol%20metabolism&listType=8
REACTOME,Adaptive Immune System,https://reactome.org/PathwayBrowser/#/R-MMU-73843
REACTOME,Immune System,https://reactome.org/content/query?q=Immune%20System&types=Pathway
REACTOME,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,https://reactome.org/PathwayBrowser/#/R-MMU-1369062
REACTOME,TCR signaling,https://reactome.org/PathwayBrowser/#/R-MMU-382556
REACTOME,Downstream TCR signaling,https://reactome.org/PathwayBrowser/#/R-MMU-9033807
REACTOME,Phosphorylation of CD3 and TCR zeta chains,https://reactome.org/PathwayBrowser/#/R-MMU-418592
REACTOME,Translocation of ZAP-70 to Immunological synapse,https://reactome.org/PathwayBrowser/#/R-MMU-392170
REACTOME,Generation of second messenger molecules,https://reactome.org/PathwayBrowser/#/R-MMU-198323
REACTOME,Costimulation by the CD28 family,https://reactome.org/PathwayBrowser/#/R-MMU-198693
REACTOME,PD-1 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-211163
REACTOME,Hemostasis,https://reactome.org/PathwayBrowser/#/R-MMU-163680
REACTOME,Complement cascade,https://reactome.org/PathwayBrowser/#/R-MMU-179409
REACTOME,Initial triggering of complement,https://reactome.org/PathwayBrowser/#/R-MMU-174143
REACTOME,Creation of C4 and C2 activators,https://reactome.org/PathwayBrowser/#/R-MMU-174048
REACTOME,Innate Immune System,https://reactome.org/PathwayBrowser/#/R-MMU-174154
REACTOME,Classical antibody-mediated complement activation,https://reactome.org/PathwayBrowser/#/R-MMU-176409
REACTOME,Cell surface interactions at the vascular wall,https://reactome.org/PathwayBrowser/#/R-MMU-174178
REACTOME,Fcgamma receptor (FCGR) dependent phagocytosis,https://reactome.org/PathwayBrowser/#/R-MMU-179419
REACTOME,FCGR activation,https://reactome.org/PathwayBrowser/#/R-MMU-5649702
REACTOME,Regulation of actin dynamics for phagocytic cup formation,https://reactome.org/PathwayBrowser/#/R-MMU-5624958
REACTOME,Role of phospholipids in phagocytosis,https://reactome.org/PathwayBrowser/#/R-MMU-170984
REACTOME,Scavenging of heme from plasma,https://reactome.org/PathwayBrowser/#/R-MMU-381033
REACTOME,Binding and Uptake of Ligands by Scavenger Receptors,https://reactome.org/PathwayBrowser/#/R-MMU-1296025
REACTOME,Fc epsilon receptor (FCERI) signaling,https://reactome.org/PathwayBrowser/#/R-MMU-450408
REACTOME,Role of LAT2/NTAL/LAB on calcium mobilization,https://reactome.org/PathwayBrowser/#/R-MMU-8854518
REACTOME,FCERI mediated MAPK activation,https://reactome.org/PathwayBrowser/#/R-MMU-2161522
REACTOME,FCERI mediated Ca+2 mobilization,https://reactome.org/PathwayBrowser/#/R-MMU-2161541
REACTOME,FCERI mediated NF-kB activation,https://reactome.org/PathwayBrowser/#/R-MMU-2161517
REACTOME,Vesicle-mediated transport,https://reactome.org/PathwayBrowser/#/R-MMU-73930
REACTOME,CD22 mediated BCR regulation,https://reactome.org/PathwayBrowser/#/R-MMU-156582
REACTOME,Regulation of Complement cascade,https://reactome.org/PathwayBrowser/#/R-MMU-264642
REACTOME,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,https://reactome.org/PathwayBrowser/#/R-MMU-181431
REACTOME,Signaling by the B Cell Receptor (BCR),https://reactome.org/PathwayBrowser/#/R-MMU-399997
REACTOME,Generic Transcription Pathway,https://reactome.org/PathwayBrowser/#/R-MMU-1300645
REACTOME,RNA Polymerase II Transcription,https://reactome.org/PathwayBrowser/#/R-MMU-2122948
REACTOME,Gene expression (Transcription),https://reactome.org/PathwayBrowser/#/R-MMU-9028731
REACTOME,Transcriptional regulation by RUNX1,https://reactome.org/PathwayBrowser/#/R-MMU-9032500
REACTOME,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,https://reactome.org/PathwayBrowser/#/R-MMU-9026527
REACTOME,Developmental Biology,https://reactome.org/PathwayBrowser/#/R-MMU-9603381
REACTOME,Keratinization,https://reactome.org/PathwayBrowser/#/R-MMU-9034793
REACTOME,L13a-mediated translational silencing of Ceruloplasmin expression,https://reactome.org/PathwayBrowser/#/R-MMU-5625886
REACTOME,SRP-dependent cotranslational protein targeting to membrane,https://reactome.org/PathwayBrowser/#/R-MMU-111452
REACTOME,Metabolism of proteins,https://reactome.org/PathwayBrowser/#/R-MMU-165158
REACTOME,Major pathway of rRNA processing in the nucleolus and cytosol,https://reactome.org/PathwayBrowser/#/R-MMU-399710
REACTOME,rRNA processing,https://reactome.org/PathwayBrowser/#/R-MMU-176814
REACTOME,Eukaryotic Translation Initiation,https://reactome.org/PathwayBrowser/#/R-MMU-176187
REACTOME,Formation of a pool of free 40S subunits,https://reactome.org/PathwayBrowser/#/R-MMU-111447
REACTOME,GTP hydrolysis and joining of the 60S ribosomal subunit,https://reactome.org/PathwayBrowser/#/R-MMU-114452
REACTOME,Cap-dependent Translation Initiation,https://reactome.org/PathwayBrowser/#/R-MMU-111446
REACTOME,Translation,https://reactome.org/PathwayBrowser/#/R-MMU-139910
REACTOME,rRNA processing in the nucleus and cytosol,https://reactome.org/PathwayBrowser/#/R-MMU-174577
REACTOME,Metabolism of RNA,https://reactome.org/PathwayBrowser/#/R-MMU-451308
REACTOME,Nonsense-Mediated Decay (NMD),https://reactome.org/PathwayBrowser/#/R-MMU-1296041
REACTOME,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),https://reactome.org/PathwayBrowser/#/R-MMU-991365
REACTOME,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),https://reactome.org/content/query?q=Nonsense%20Mediated%20Decay%20%28NMD%29%20enhanced%20by%20the%20Exon%20Junction%20Complex%20%28EJC%29&types=Pathway
REACTOME,Cell-Cell communication,https://reactome.org/PathwayBrowser/#/R-MMU-1592389
REACTOME,DAP12 interactions,https://reactome.org/PathwayBrowser/#/R-MMU-1169091
REACTOME,Signal regulatory protein family interactions,https://reactome.org/PathwayBrowser/#/R-MMU-2980767
REACTOME,Neutrophil degranulation,https://reactome.org/PathwayBrowser/#/R-MMU-442755
REACTOME,Platelet degranulation,https://reactome.org/PathwayBrowser/#/R-MMU-451307
REACTOME,Signal Transduction,https://reactome.org/PathwayBrowser/#/R-MMU-9619229
REACTOME,Signaling by Rho GTPases,https://reactome.org/PathwayBrowser/#/R-MMU-1169092
REACTOME,"Platelet activation, signaling and aggregation",https://reactome.org/PathwayBrowser/#/R-MMU-5635838
REACTOME,Response to elevated platelet cytosolic Ca2+,https://reactome.org/PathwayBrowser/#/R-MMU-187015
REACTOME,RHOA GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-111459
REACTOME,RHO GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-451326
REACTOME,RHOB GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-450341
REACTOME,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",https://reactome.org/PathwayBrowser/#/R-MMU-8866907
REACTOME,Formation of the cornified envelope,https://reactome.org/PathwayBrowser/#/R-MMU-72662
REACTOME,Post-translational modification: synthesis of GPI-anchored proteins,https://reactome.org/PathwayBrowser/#/R-MMU-2485179
REACTOME,Post-translational protein modification,https://reactome.org/PathwayBrowser/#/R-MMU-68962
REACTOME,Metabolism,https://reactome.org/PathwayBrowser/#/R-MMU-75108
REACTOME,Transport of the SLBP independent Mature mRNA,https://reactome.org/PathwayBrowser/#/R-MMU-114294
REACTOME,Transport of the SLBP Dependant Mature mRNA,https://reactome.org/PathwayBrowser/#/R-MMU-1482798
REACTOME,Transport of Mature mRNA Derived from an Intronless Transcript,https://reactome.org/PathwayBrowser/#/R-MMU-1482883
REACTOME,Transport of Mature mRNAs Derived from Intronless Transcripts,https://reactome.org/PathwayBrowser/#/R-MMU-1482788
REACTOME,Transport of Mature mRNA derived from an Intron-Containing Transcript,https://reactome.org/PathwayBrowser/#/R-MMU-1482839
REACTOME,Cell Cycle,https://reactome.org/PathwayBrowser/#/R-MMU-1482925
REACTOME,Regulation of Glucokinase by Glucokinase Regulatory Protein,https://reactome.org/PathwayBrowser/#/R-MMU-1482922
REACTOME,snRNP Assembly,https://reactome.org/PathwayBrowser/#/R-MMU-1482801
REACTOME,Metabolism of non-coding RNA,https://reactome.org/PathwayBrowser/#/R-MMU-1280218
REACTOME,Gene Silencing by RNA,https://reactome.org/PathwayBrowser/#/R-MMU-417973
REACTOME,Cellular responses to stress,https://reactome.org/PathwayBrowser/#/R-MMU-170660
REACTOME,Mitotic Metaphase and Anaphase,https://reactome.org/PathwayBrowser/#/R-MMU-170670
REACTOME,Nuclear Envelope Breakdown,https://reactome.org/PathwayBrowser/#/R-MMU-418990
REACTOME,SUMOylation,https://reactome.org/PathwayBrowser/#/R-MMU-392023
REACTOME,Nuclear Envelope (NE) Reassembly,https://reactome.org/PathwayBrowser/#/R-MMU-400042
REACTOME,SUMOylation of DNA damage response and repair proteins,https://reactome.org/PathwayBrowser/#/R-MMU-390696
REACTOME,SUMO E3 ligases SUMOylate target proteins,https://reactome.org/PathwayBrowser/#/R-MMU-879415
REACTOME,SUMOylation of ubiquitinylation proteins,https://reactome.org/PathwayBrowser/#/R-MMU-5423646
REACTOME,Nuclear Pore Complex (NPC) Disassembly,https://reactome.org/PathwayBrowser/#/R-MMU-9646399
REACTOME,Regulation of HSF1-mediated heat shock response,https://reactome.org/PathwayBrowser/#/R-MMU-351143
REACTOME,Cellular response to heat stress,https://reactome.org/PathwayBrowser/#/R-MMU-8964540
REACTOME,SUMOylation of SUMOylation proteins,https://reactome.org/PathwayBrowser/#/R-MMU-1462054
REACTOME,SUMOylation of chromatin organization proteins,https://reactome.org/PathwayBrowser/#/R-MMU-389599
REACTOME,SUMOylation of RNA binding proteins,https://reactome.org/PathwayBrowser/#/R-MMU-9645460
REACTOME,SUMOylation of DNA replication proteins,https://reactome.org/PathwayBrowser/#/R-MMU-173736
REACTOME,Transcriptional regulation by small RNAs,https://reactome.org/PathwayBrowser/#/R-MMU-140179
REACTOME,Mitotic Prophase,https://reactome.org/PathwayBrowser/#/R-MMU-375280
REACTOME,Mitotic Anaphase,https://reactome.org/PathwayBrowser/#/R-MMU-156587
REACTOME,M Phase,https://reactome.org/PathwayBrowser/#/R-MMU-352230
REACTOME,"Cell Cycle, Mitotic",https://reactome.org/PathwayBrowser/#/R-MMU-9639288
REACTOME,Glycolysis,https://reactome.org/PathwayBrowser/#/R-MMU-141424
REACTOME,Glucose metabolism,https://reactome.org/content/query?q=Glucose%20metabolism&types=Pathway
REACTOME,Metabolism of carbohydrates,https://reactome.org/PathwayBrowser/#/R-MMU-2214320
REACTOME,Transport of Mature Transcript to Cytoplasm,https://reactome.org/PathwayBrowser/#/R-MMU-5620912
REACTOME,Processing of Capped Intron-Containing Pre-mRNA,https://reactome.org/PathwayBrowser/#/R-MMU-193048
REACTOME,Cellular responses to stimuli,https://reactome.org/PathwayBrowser/#/R-MMU-2473224
REACTOME,Postmitotic nuclear pore complex (NPC) reformation,https://reactome.org/PathwayBrowser/#/R-MMU-983170
REACTOME,RAF/MAP kinase cascade,https://reactome.org/PathwayBrowser/#/R-MMU-983695
REACTOME,MAPK family signaling cascades,https://reactome.org/PathwayBrowser/#/R-MMU-1236975
REACTOME,MAPK1/MAPK3 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-983168
REACTOME,Mitotic G2-G2/M phases,https://reactome.org/PathwayBrowser/#/R-MMU-6803157
REACTOME,Cyclin A/B1/B2 associated events during G2/M transition,https://reactome.org/PathwayBrowser/#/R-MMU-1169410
REACTOME,G2/M Transition,https://reactome.org/PathwayBrowser/#/R-MMU-109581
REACTOME,Olfactory Signaling Pathway,https://reactome.org/PathwayBrowser/#/R-MMU-140342
REACTOME,Sensory Perception,https://reactome.org/content/query?q=Sensory%20Perception&types=Pathway
REACTOME,Signaling by ERBB2,https://reactome.org/PathwayBrowser/#/R-MMU-111465
REACTOME,Signaling by ERBB4,https://reactome.org/PathwayBrowser/#/R-MMU-75153
REACTOME,SHC1 events in ERBB2 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-111471
REACTOME,PI3K events in ERBB4 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-445717
REACTOME,SHC1 events in ERBB4 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-426048
REACTOME,PIP3 activates AKT signaling,https://reactome.org/content/query?q=PIP3%20activates%20AKT%20signaling&types=Pathway
REACTOME,GRB7 events in ERBB2 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-8937144
REACTOME,Downregulation of ERBB2:ERBB3 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-446203
REACTOME,GRB2 events in ERBB2 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-8963693
REACTOME,PI3K events in ERBB2 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-9749641
REACTOME,Negative regulation of the PI3K/AKT network,https://reactome.org/PathwayBrowser/#/R-MMU-9609736
REACTOME,ERBB2 Regulates Cell Motility,https://reactome.org/PathwayBrowser/#/R-MMU-8963889
REACTOME,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",https://reactome.org/PathwayBrowser/#/R-MMU-2022090
REACTOME,ERBB2 Activates PTK6 Signaling,https://reactome.org/PathwayBrowser/#/R-MMU-68616
REACTOME,Signaling by PTK6,https://reactome.org/PathwayBrowser/#/R-MMU-68867
REACTOME,Downregulation of ERBB2 signaling,https://reactome.org/PathwayBrowser/#/R-MMU-390471
REACTOME,Intracellular signaling by second messengers,https://reactome.org/PathwayBrowser/#/R-MMU-210455
REACTOME,Signaling by Non-Receptor Tyrosine Kinases,https://reactome.org/PathwayBrowser/#/R-MMU-4608870
REACTOME,Signaling by Receptor Tyrosine Kinases,https://reactome.org/PathwayBrowser/#/R-MMU-9754706
REACTOME,O-linked glycosylation,https://reactome.org/PathwayBrowser/#/R-MMU-162791
REACTOME,O-linked glycosylation of mucins,https://reactome.org/PathwayBrowser/#/R-MMU-3371568
REACTOME,Termination of O-glycan biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-174084
REACTOME,Deubiquitination,https://reactome.org/PathwayBrowser/#/R-MMU-349425
REACTOME,Ovarian tumor domain proteases,https://reactome.org/PathwayBrowser/#/R-MMU-9612973
REACTOME,Gluconeogenesis,https://reactome.org/PathwayBrowser/#/R-MMU-422475
REACTOME,Neddylation,https://reactome.org/PathwayBrowser/#/R-MMU-193634
REACTOME,Membrane Trafficking,https://reactome.org/PathwayBrowser/#/R-MMU-209563
REACTOME,COPI-dependent Golgi-to-ER retrograde traffic,https://reactome.org/PathwayBrowser/#/R-MMU-9748787
REACTOME,Intra-Golgi and retrograde Golgi-to-ER traffic,https://reactome.org/PathwayBrowser/#/R-MMU-5250924
REACTOME,Golgi-to-ER retrograde transport,https://reactome.org/PathwayBrowser/#/R-MMU-5620922
REACTOME,Kinesins,https://reactome.org/PathwayBrowser/#/R-MMU-111453
REACTOME,Factors involved in megakaryocyte development and platelet production,https://reactome.org/PathwayBrowser/#/R-MMU-73884
REACTOME,RAB GEFs exchange GTP for GDP on RABs,https://reactome.org/PathwayBrowser/#/R-MMU-73929
REACTOME,Rab regulation of trafficking,https://reactome.org/PathwayBrowser/#/R-MMU-1461957
REACTOME,Transport of small molecules,https://reactome.org/PathwayBrowser/#/R-MMU-77352
REACTOME,Bicarbonate transporters,https://reactome.org/PathwayBrowser/#/R-MMU-77346
REACTOME,Transport of inorganic cations/anions and amino acids/oligopeptides,https://reactome.org/PathwayBrowser/#/R-MMU-77350
REACTOME,SLC-mediated transmembrane transport,https://reactome.org/PathwayBrowser/#/R-MMU-77310
REACTOME,Metabolism of amine-derived hormones,https://reactome.org/PathwayBrowser/#/R-MMU-77285
REACTOME,Thyroxine biosynthesis,https://reactome.org/PathwayBrowser/#/R-MMU-77348
REACTOME,Metabolism of amino acids and derivatives,https://reactome.org/PathwayBrowser/#/R-MMU-77305
REACTOME,Striated Muscle Contraction,https://reactome.org/PathwayBrowser/#/R-MMU-3858494
REACTOME,Muscle contraction,https://reactome.org/PathwayBrowser/#/R-MMU-196299
REACTOME,ER to Golgi Anterograde Transport,https://reactome.org/PathwayBrowser/#/R-MMU-389887
REACTOME,L1CAM interactions,https://reactome.org/PathwayBrowser/#/R-MMU-390247
REACTOME,NCAM signaling for neurite out-growth,https://reactome.org/PathwayBrowser/#/R-MMU-425381
REACTOME,Axon guidance,https://reactome.org/PathwayBrowser/#/R-MMU-194068
REACTOME,Interaction between L1 and Ankyrins,https://reactome.org/PathwayBrowser/#/R-MMU-2173782
REACTOME,Asparagine N-linked glycosylation,https://reactome.org/PathwayBrowser/#/R-MMU-141333
REACTOME,COPI-mediated anterograde transport,https://reactome.org/PathwayBrowser/#/R-MMU-211859
REACTOME,Transport to the Golgi and subsequent modification,https://reactome.org/PathwayBrowser/#/R-MMU-9018676
REACTOME,Nervous system development,https://reactome.org/PathwayBrowser/#/R-MMU-9018677
REACTOME,Digestion of dietary carbohydrate,https://reactome.org/PathwayBrowser/#/R-MMU-9026395
REACTOME,Digestion,https://reactome.org/PathwayBrowser/#/R-MMU-9018683
REACTOME,Digestion and absorption,https://reactome.org/PathwayBrowser/#/R-MMU-9025094
REACTOME,Extracellular matrix organization,https://reactome.org/PathwayBrowser/#/R-MMU-9026290
REACTOME,ECM proteoglycans,https://reactome.org/PathwayBrowser/#/R-MMU-9026286
REACTOME,CDC42 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-9025106
REACTOME,RAC1 GTPase cycle,https://reactome.org/PathwayBrowser/#/R-MMU-9023661
REACTOME,Signaling by GPCR,https://reactome.org/PathwayBrowser/#/R-MMU-9018896
REACTOME,GPCR downstream signalling,https://reactome.org/PathwayBrowser/#/R-MMU-9018679
REACTOME,G alpha (q) signalling events,https://reactome.org/PathwayBrowser/#/R-MMU-9020265
REACTOME,Aspartate and asparagine metabolism,https://reactome.org/content/query?q=Aspartate%20and%20asparagine%20metabolism&types=Pathway
REACTOME,Antimicrobial peptides,https://reactome.org/PathwayBrowser/#/R-MMU-9026762
REACTOME,TBC/RABGAPs,https://reactome.org/PathwayBrowser/#/R-MMU-9027307
REACTOME,NRAGE signals death through JNK,https://reactome.org/PathwayBrowser/#/R-MMU-9018682
REACTOME,p75 NTR receptor-mediated signalling,https://reactome.org/PathwayBrowser/#/R-MMU-9018681
REACTOME,"Cell death signalling via NRAGE, NRIF and NADE",https://reactome.org/PathwayBrowser/#/R-MMU-9018678
REACTOME,G alpha (12/13) signalling events,https://reactome.org/PathwayBrowser/#/R-MMU-446193
REACTOME,Death Receptor Signaling,https://reactome.org/PathwayBrowser/#/R-MMU-196780
REACTOME,Sodium/Proton exchangers,https://reactome.org/PathwayBrowser/#/R-MMU-9033658
REACTOME,Neurotransmitter clearance,https://reactome.org/PathwayBrowser/#/R-MMU-70895
REACTOME,Transmission across Chemical Synapses,https://reactome.org/PathwayBrowser/#/R-MMU-352238
REACTOME,Neuronal System,https://reactome.org/PathwayBrowser/#/R-MMU-450385
REACTOME,Enzymatic degradation of dopamine by COMT,https://reactome.org/PathwayBrowser/#/R-MMU-8851680
REACTOME,Dopamine clearance from the synaptic cleft,https://reactome.org/PathwayBrowser/#/R-MMU-5621481
REACTOME,Recognition of DNA damage by PCNA-containing replication complex,https://reactome.org/PathwayBrowser/#/R-MMU-75102
REACTOME,DNA Damage Recognition in GG-NER,https://reactome.org/PathwayBrowser/#/R-MMU-5218900
REACTOME,Formation of Incision Complex in GG-NER,https://reactome.org/PathwayBrowser/#/R-MMU-5621575
REACTOME,Nucleotide Excision Repair,https://reactome.org/PathwayBrowser/#/R-MMU-5690714
REACTOME,Global Genome Nucleotide Excision Repair (GG-NER),https://reactome.org/content/query?q=Global%20Genome%20Nucleotide%20Excision%20Repair%20%28GG-NER%29&types=Pathway
REACTOME,Dual Incision in GG-NER,https://reactome.org/PathwayBrowser/#/R-MMU-389357
REACTOME,Formation of TC-NER Pre-Incision Complex,https://reactome.org/PathwayBrowser/#/R-MMU-389359
REACTOME,Transcription-Coupled Nucleotide Excision Repair (TC-NER),https://reactome.org/PathwayBrowser/#/R-MMU-9013148
REACTOME,Dual incision in TC-NER,https://reactome.org/PathwayBrowser/#/R-MMU-68689
REACTOME,Gap-filling DNA repair synthesis and ligation in TC-NER,https://reactome.org/PathwayBrowser/#/R-MMU-69017
REACTOME,DNA Damage Bypass,https://reactome.org/PathwayBrowser/#/R-MMU-5607763
REACTOME,DNA Repair,https://reactome.org/PathwayBrowser/#/R-MMU-5607764
REACTOME,mRNA Splicing - Major Pathway,https://reactome.org/PathwayBrowser/#/R-MMU-5660668
REACTOME,mRNA Splicing,https://reactome.org/PathwayBrowser/#/R-MMU-6811434
REACTOME,Potassium Channels,https://reactome.org/PathwayBrowser/#/R-MMU-6811436
REACTOME,Voltage gated Potassium channels,https://reactome.org/PathwayBrowser/#/R-MMU-6807878
REACTOME,Transcriptional Regulation by TP53,https://reactome.org/PathwayBrowser/#/R-MMU-204005
REACTOME,Regulation of TP53 Activity,https://reactome.org/PathwayBrowser/#/R-MMU-199920
REACTOME,Regulation of TP53 Activity through Methylation,https://reactome.org/PathwayBrowser/#/R-MMU-442742
REACTOME,Signaling by TGF-beta Receptor Complex,https://reactome.org/PathwayBrowser/#/R-MMU-442720
REACTOME,Signaling by WNT,https://reactome.org/PathwayBrowser/#/R-MMU-442729
REACTOME,Signaling by BMP,https://reactome.org/PathwayBrowser/#/R-MMU-8874211
REACTOME,TCF dependent signaling in response to WNT,https://reactome.org/PathwayBrowser/#/R-MMU-399956
REACTOME,Downregulation of TGF-beta receptor signaling,https://reactome.org/PathwayBrowser/#/R-MMU-2024101
REACTOME,TGF-beta receptor signaling activates SMADs,https://reactome.org/content/query?q=TGF-beta%20receptor%20signaling%20activates%20SMADs&types=Pathway
REACTOME,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,https://reactome.org/PathwayBrowser/#/R-MMU-211999
REACTOME,Downregulation of SMAD2/3:SMAD4 transcriptional activity,https://reactome.org/PathwayBrowser/#/R-MMU-111996
REACTOME,Beta-catenin independent WNT signaling,https://reactome.org/PathwayBrowser/#/R-MMU-1296052
REACTOME,PCP/CE pathway,https://reactome.org/PathwayBrowser/#/R-MMU-4086398
REACTOME,Asymmetric localization of PCP proteins,https://reactome.org/PathwayBrowser/#/R-MMU-111997
REACTOME,Degradation of AXIN,https://reactome.org/PathwayBrowser/#/R-MMU-111932
REACTOME,Signaling by Hedgehog,https://reactome.org/PathwayBrowser/#/R-MMU-2025928
REACTOME,Hedgehog 'on' state,https://reactome.org/PathwayBrowser/#/R-MMU-419812
REACTOME,Ub-specific processing proteases,https://reactome.org/PathwayBrowser/#/R-MMU-111933
REACTOME,Transcriptional regulation by RUNX3,https://reactome.org/PathwayBrowser/#/R-MMU-901042
REACTOME,Regulation of RUNX3 expression and activity,https://reactome.org/PathwayBrowser/#/R-MMU-111957
REACTOME,Signaling by TGFB family members,https://reactome.org/PathwayBrowser/#/R-MMU-72737
REACTOME,Antigen processing: Ubiquitination & Proteasome degradation,https://reactome.org/PathwayBrowser/#/R-MMU-8955332
REACTOME,Class I MHC mediated antigen processing & presentation,https://reactome.org/PathwayBrowser/#/R-MMU-5576891
REACTOME,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,https://reactome.org/PathwayBrowser/#/R-MMU-5694530
REACTOME,Inactivation of APC/C via direct inhibition of the APC/C complex,https://reactome.org/PathwayBrowser/#/R-MMU-8856825
REACTOME,APC/C:Cdc20 mediated degradation of Cyclin B,https://reactome.org/PathwayBrowser/#/R-MMU-5620920
REACTOME,Autodegradation of Cdh1 by Cdh1:APC/C,https://reactome.org/content/query?q=Autodegradation%20of%20Cdh1%20by%20Cdh1%3AAPC%2FC&types=Pathway
REACTOME,APC/C-mediated degradation of cell cycle proteins,https://reactome.org/PathwayBrowser/#/R-MMU-71262
REACTOME,APC/C:Cdc20 mediated degradation of Securin,https://reactome.org/PathwayBrowser/#/R-MMU-140534
REACTOME,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,https://reactome.org/PathwayBrowser/#/R-MMU-418889
REACTOME,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,https://reactome.org/PathwayBrowser/#/R-MMU-5357769
