SOURCE,PATHWAY,link
PathBank,5-Oxoprolinuria,https://pathbank.org/search?q=5-Oxoprolinuria&searcher=pathways&filter_species=Mus+musculus
PathBank,Acute Intermittent Porphyria,https://pathbank.org/search?q=Acute%20Intermittent%20Porphyria&searcher=pathways&filter_species=Mus+musculus
PathBank,Adenosine Deaminase Deficiency,https://pathbank.org/search?q=Adenosine%20Deaminase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Adenylosuccinate Lyase Deficiency,https://pathbank.org/search?q=Adenylosuccinate%20Lyase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Adrenal Hyperplasia Type 3 or Congenital Adrenal Hyperplasia Due to 21-Hydroxylase Deficiency,https://pathbank.org/search?q=Adrenal%20Hyperplasia%20Type%203%20or%20Congenital%20Adrenal%20Hyperplasia%20Due%20to%2021-Hydroxylase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Adrenal Hyperplasia Type 5 or Congenital Adrenal Hyperplasia Due to 17 alpha-Hydroxylase Deficiency,https://pathbank.org/search?q=Adrenal%20Hyperplasia%20Type%205%20or%20Congenital%20Adrenal%20Hyperplasia%20Due%20to%2017%20alpha-Hydroxylase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,AICA-Ribosiduria,https://pathbank.org/search?q=AICA-Ribosiduria&searcher=pathways&filter_species=Mus+musculus
PathBank,Alkaptonuria,https://pathbank.org/search?q=Alkaptonuria&searcher=pathways&filter_species=Mus+musculus
PathBank,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),https://pathbank.org/search?q=Arginine%3A%20Glycine%20Amidinotransferase%20Deficiency%20%28AGAT%20Deficiency%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Argininemia,https://pathbank.org/search?q=Argininemia&searcher=pathways&filter_species=Mus+musculus
PathBank,Argininosuccinic Aciduria,https://pathbank.org/search?q=Argininosuccinic%20Aciduria&searcher=pathways&filter_species=Mus+musculus
PathBank,Aromatic L-Aminoacid Decarboxylase Deficiency,https://pathbank.org/search?q=Aromatic%20L-Aminoacid%20Decarboxylase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,beta-Ureidopropionase Deficiency,https://pathbank.org/search?q=beta-Ureidopropionase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,beta-Ketothiolase Deficiency,https://pathbank.org/search?q=beta-Ketothiolase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Biotinidase Deficiency,https://pathbank.org/search?q=Biotinidase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Canavan Disease,https://pathbank.org/search?q=Canavan%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Carbamoyl Phosphate Synthetase Deficiency,https://pathbank.org/search?q=Carbamoyl%20Phosphate%20Synthetase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Cerebrotendinous Xanthomatosis (CTX),https://pathbank.org/search?q=Cerebrotendinous%20Xanthomatosis%20%28CTX%29&searcher=pathways&filter_species=Mus+musculus
PathBank,CHILD Syndrome,https://pathbank.org/search?q=CHILD%20Syndrome&searcher=pathways&filter_species=Mus+musculus
PathBank,"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)",https://pathbank.org/search?q=Chondrodysplasia%20Punctata%20II%2C%20X-Linked%20Dominant%20%28CDPX2%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Citrullinemia Type I,https://pathbank.org/search?q=Citrullinemia%20Type%20I&searcher=pathways&filter_species=Mus+musculus
PathBank,Congenital Bile Acid Synthesis Defect Type II,https://pathbank.org/search?q=Congenital%20Bile%20Acid%20Synthesis%20Defect%20Type%20II&searcher=pathways&filter_species=Mus+musculus
PathBank,Congenital Bile Acid Synthesis Defect Type III,https://pathbank.org/search?q=Congenital%20Bile%20Acid%20Synthesis%20Defect%20Type%20III&searcher=pathways&filter_species=Mus+musculus
PathBank,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,https://pathbank.org/search?q=Congenital%20Erythropoietic%20Porphyria%20%28CEP%29%20or%20Gunther%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Congenital Lipoid Adrenal Hyperplasia (CLAH) or Lipoid CAH,https://pathbank.org/search?q=Congenital%20Lipoid%20Adrenal%20Hyperplasia%20%28CLAH%29%20or%20Lipoid%20CAH&searcher=pathways&filter_species=Mus+musculus
PathBank,Cystathionine beta-Synthase Deficiency,https://pathbank.org/search?q=Cystathionine%20beta-Synthase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Desmosterolosis,https://pathbank.org/search?q=Desmosterolosis&searcher=pathways&filter_species=Mus+musculus
PathBank,Dihydropyrimidinase Deficiency,https://pathbank.org/search?q=Dihydropyrimidinase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),https://pathbank.org/search?q=Dihydropyrimidine%20Dehydrogenase%20Deficiency%20%28DHPD%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Dimethylglycine Dehydrogenase Deficiency,https://pathbank.org/search?q=Dimethylglycine%20Dehydrogenase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Ethylmalonic Encephalopathy,https://pathbank.org/search?q=Ethylmalonic%20Encephalopathy&searcher=pathways&filter_species=Mus+musculus
PathBank,Familial Hypercholanemia (FHCA),https://pathbank.org/search?q=Familial%20Hypercholanemia%20%28FHCA%29&searcher=pathways&filter_species=Mus+musculus
PathBank,GABA-Transaminase Deficiency,https://pathbank.org/search?q=GABA-Transaminase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Galactosemia,https://pathbank.org/search?q=Galactosemia&searcher=pathways&filter_species=Mus+musculus
PathBank,gamma-Glutamyltransferase Deficiency,https://pathbank.org/search?q=gamma-Glutamyltransferase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Gaucher Disease,https://pathbank.org/search?q=Gaucher%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Globoid Cell Leukodystrophy,https://pathbank.org/search?q=Globoid%20Cell%20Leukodystrophy&searcher=pathways&filter_species=Mus+musculus
PathBank,Glucose Transporter Defect (SGLT2),https://pathbank.org/search?q=Glucose%20Transporter%20Defect%20%28SGLT2%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Glutaric Aciduria Type I,https://pathbank.org/search?q=Glutaric%20Aciduria%20Type%20I&searcher=pathways&filter_species=Mus+musculus
PathBank,Glutathione Synthetase Deficiency,https://pathbank.org/search?q=Glutathione%20Synthetase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Glycerol Kinase Deficiency,https://pathbank.org/search?q=Glycerol%20Kinase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Glycine N-Methyltransferase Deficiency,https://pathbank.org/search?q=Glycine%20N-Methyltransferase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,https://pathbank.org/search?q=Glycogen%20Storage%20Disease%20Type%201A%20%28GSD1A%29%20or%20Von%20Gierke%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Gout or Kelley-Seegmiller Syndrome,https://pathbank.org/search?q=Gout%20or%20Kelley-Seegmiller%20Syndrome&searcher=pathways&filter_species=Mus+musculus
PathBank,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),https://pathbank.org/search?q=Guanidinoacetate%20Methyltransferase%20Deficiency%20%28GAMT%20Deficiency%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Hawkinsinuria,https://pathbank.org/search?q=Hawkinsinuria&searcher=pathways&filter_species=Mus+musculus
PathBank,Hereditary Coproporphyria (HCP),https://pathbank.org/search?q=Hereditary%20Coproporphyria%20%28HCP%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Histidinemia,https://pathbank.org/search?q=Histidinemia&searcher=pathways&filter_species=Mus+musculus
PathBank,Homocarnosinosis,https://pathbank.org/search?q=Homocarnosinosis&searcher=pathways&filter_species=Mus+musculus
PathBank,Zellweger Syndrome,https://pathbank.org/search?q=Zellweger%20Syndrome&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperinsulinism-Hyperammonemia Syndrome,https://pathbank.org/search?q=Hyperinsulinism-Hyperammonemia%20Syndrome&searcher=pathways&filter_species=Mus+musculus
PathBank,Xanthine Dehydrogenase Deficiency (Xanthinuria),https://pathbank.org/search?q=Xanthine%20Dehydrogenase%20Deficiency%20%28Xanthinuria%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Hypermethioninemia,https://pathbank.org/search?q=Hypermethioninemia&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperprolinemia Type I,https://pathbank.org/search?q=Hyperprolinemia%20Type%20I&searcher=pathways&filter_species=Mus+musculus
PathBank,Vitamin A Deficiency,https://pathbank.org/search?q=Vitamin%20A%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperprolinemia Type II,https://pathbank.org/search?q=Hyperprolinemia%20Type%20II&searcher=pathways&filter_species=Mus+musculus
PathBank,Hypoacetylaspartia,https://pathbank.org/search?q=Hypoacetylaspartia&searcher=pathways&filter_species=Mus+musculus
PathBank,Isovaleric Aciduria,https://pathbank.org/search?q=Isovaleric%20Aciduria&searcher=pathways&filter_species=Mus+musculus
PathBank,Lactic Acidemia,https://pathbank.org/search?q=Lactic%20Acidemia&searcher=pathways&filter_species=Mus+musculus
PathBank,Lactose Intolerance,https://pathbank.org/search?q=Lactose%20Intolerance&searcher=pathways&filter_species=Mus+musculus
PathBank,Leigh Syndrome,https://pathbank.org/search?q=Leigh%20Syndrome&searcher=pathways&filter_species=Mus+musculus
PathBank,UMP Synthase Deficiency (Orotic Aciduria),https://pathbank.org/search?q=UMP%20Synthase%20Deficiency%20%28Orotic%20Aciduria%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Lesch-Nyhan Syndrome (LNS),https://pathbank.org/search?q=Lesch-Nyhan%20Syndrome%20%28LNS%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Tyrosinemia Type I,https://pathbank.org/search?q=Tyrosinemia%20Type%20I&searcher=pathways&filter_species=Mus+musculus
PathBank,Leukotriene C4 Synthesis Deficiency,https://pathbank.org/search?q=Leukotriene%20C4%20Synthesis%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Tyrosinemia Type 3 (TYRO3),https://pathbank.org/search?q=Tyrosinemia%20Type%203%20%28TYRO3%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Lysosomal Acid Lipase Deficiency (Wolman Disease),https://pathbank.org/search?q=Lysosomal%20Acid%20Lipase%20Deficiency%20%28Wolman%20Disease%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Tyrosinemia Type 2 (or Richner-Hanhart Syndrome),https://pathbank.org/search?q=Tyrosinemia%20Type%202%20%28or%20Richner-Hanhart%20Syndrome%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Malonic Aciduria,https://pathbank.org/search?q=Malonic%20Aciduria&searcher=pathways&filter_species=Mus+musculus
PathBank,Smith-Lemli-Opitz Syndrome (SLOS),https://pathbank.org/search?q=Smith-Lemli-Opitz%20Syndrome%20%28SLOS%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Maple Syrup Urine Disease,https://pathbank.org/search?q=Maple%20Syrup%20Urine%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Sialuria or French Type Sialuria,https://pathbank.org/search?q=Sialuria%20or%20French%20Type%20Sialuria&searcher=pathways&filter_species=Mus+musculus
PathBank,Metachromatic Leukodystrophy (MLD),https://pathbank.org/search?q=Metachromatic%20Leukodystrophy%20%28MLD%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Methionine Adenosyltransferase Deficiency,https://pathbank.org/search?q=Methionine%20Adenosyltransferase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Short-Chain Acyl-CoA Dehydrogenase Deficiency (SCAD Deficiency),https://pathbank.org/search?q=Short-Chain%20Acyl-CoA%20Dehydrogenase%20Deficiency%20%28SCAD%20Deficiency%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Sarcosinemia,https://pathbank.org/search?q=Sarcosinemia&searcher=pathways&filter_species=Mus+musculus
PathBank,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),https://pathbank.org/search?q=Methylenetetrahydrofolate%20Reductase%20Deficiency%20%28MTHFRD%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Methylmalonate Semialdehyde Dehydrogenase Deficiency,https://pathbank.org/search?q=Methylmalonate%20Semialdehyde%20Dehydrogenase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Salla Disease/Infantile Sialic Acid Storage Disease,https://pathbank.org/search?q=Salla%20Disease%2FInfantile%20Sialic%20Acid%20Storage%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Methylmalonic Aciduria,https://pathbank.org/search?q=Methylmalonic%20Aciduria&searcher=pathways&filter_species=Mus+musculus
PathBank,Saccharopinuria/Hyperlysinemia II,https://pathbank.org/search?q=Saccharopinuria%2FHyperlysinemia%20II&searcher=pathways&filter_species=Mus+musculus
PathBank,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,https://pathbank.org/search?q=S-Adenosylhomocysteine%20%28SAH%29%20Hydrolase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,https://pathbank.org/search?q=Methylmalonic%20Aciduria%20Due%20to%20Cobalamin-Related%20Disorders&searcher=pathways&filter_species=Mus+musculus
PathBank,Refsum Disease,https://pathbank.org/search?q=Refsum%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),https://pathbank.org/search?q=MNGIE%20%28Mitochondrial%20Neurogastrointestinal%20Encephalopathy%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Pyruvate Dehydrogenase Complex Deficiency,https://pathbank.org/search?q=Pyruvate%20Dehydrogenase%20Complex%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Molybdenum Cofactor Deficiency,https://pathbank.org/search?q=Molybdenum%20Cofactor%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),https://pathbank.org/search?q=Pyruvate%20Decarboxylase%20E1%20Component%20Deficiency%20%28PDHE1%20Deficiency%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Non-Ketotic Hyperglycinemia,https://pathbank.org/search?q=Non-Ketotic%20Hyperglycinemia&searcher=pathways&filter_species=Mus+musculus
PathBank,Pyruvate Carboxylase Deficiency,https://pathbank.org/search?q=Pyruvate%20Carboxylase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Purine Nucleoside Phosphorylase Deficiency,https://pathbank.org/search?q=Purine%20Nucleoside%20Phosphorylase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Propionic Acidemia,https://pathbank.org/search?q=Propionic%20Acidemia&searcher=pathways&filter_species=Mus+musculus
PathBank,Ornithine Aminotransferase Deficiency (OAT Deficiency),https://pathbank.org/search?q=Ornithine%20Aminotransferase%20Deficiency%20%28OAT%20Deficiency%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Prolinemia Type II,https://pathbank.org/search?q=Prolinemia%20Type%20II&searcher=pathways&filter_species=Mus+musculus
PathBank,Phenylketonuria,https://pathbank.org/search?q=Phenylketonuria&searcher=pathways&filter_species=Mus+musculus
PathBank,Prolidase Deficiency (PD),https://pathbank.org/search?q=Prolidase%20Deficiency%20%28PD%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Ornithine Transcarbamylase Deficiency (OTC Deficiency),https://pathbank.org/search?q=Ornithine%20Transcarbamylase%20Deficiency%20%28OTC%20Deficiency%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Primary Hyperoxaluria Type I,https://pathbank.org/search?q=Primary%20Hyperoxaluria%20Type%20I&searcher=pathways&filter_species=Mus+musculus
PathBank,Porphyria Variegata (PV),https://pathbank.org/search?q=Porphyria%20Variegata%20%28PV%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Tay-Sachs Disease,https://pathbank.org/search?q=Tay-Sachs%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Hartnup Disorder,https://pathbank.org/search?q=Hartnup%20Disorder&searcher=pathways&filter_species=Mus+musculus
PathBank,Iminoglycinuria,https://pathbank.org/search?q=Iminoglycinuria&searcher=pathways&filter_species=Mus+musculus
PathBank,Lysinuric Protein Intolerance,https://pathbank.org/search?q=Lysinuric%20Protein%20Intolerance&searcher=pathways&filter_species=Mus+musculus
PathBank,Hypercholesterolemia,https://pathbank.org/search?q=Hypercholesterolemia&searcher=pathways&filter_species=Mus+musculus
PathBank,"Hyperglycinemia, Non-Ketotic",https://pathbank.org/search?q=Hyperglycinemia%2C%20Non-Ketotic&searcher=pathways&filter_species=Mus+musculus
PathBank,DOPA-Responsive Dystonia,https://pathbank.org/search?q=DOPA-Responsive%20Dystonia&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperphenylalaninemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,https://pathbank.org/search?q=Hyperphenylalaninemia%20Due%20to%20Guanosine%20Triphosphate%20Cyclohydrolase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),https://pathbank.org/search?q=Hyperphenylalaninemia%20Due%20to%206-Pyruvoyltetrahydropterin%20Synthase%20Deficiency%20%28ptps%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperphenylalaninemia Due to DHPR-Deficiency,https://pathbank.org/search?q=Hyperphenylalaninemia%20Due%20to%20DHPR-Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Segawa Syndrome,https://pathbank.org/search?q=Segawa%20Syndrome&searcher=pathways&filter_species=Mus+musculus
PathBank,Sepiapterin Reductase Deficiency,https://pathbank.org/search?q=Sepiapterin%20Reductase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,"Carnosinuria, Carnosinemia",https://pathbank.org/search?q=Carnosinuria%2C%20Carnosinemia&searcher=pathways&filter_species=Mus+musculus
PathBank,"Tyrosinemia, Transient, of the Newborn",https://pathbank.org/search?q=Tyrosinemia%2C%20Transient%2C%20of%20the%20Newborn&searcher=pathways&filter_species=Mus+musculus
PathBank,Galactosemia II (GALK),https://pathbank.org/search?q=Galactosemia%20II%20%28GALK%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Galactosemia III,https://pathbank.org/search?q=Galactosemia%20III&searcher=pathways&filter_species=Mus+musculus
PathBank,Tyrosine Hydroxylase Deficiency,https://pathbank.org/search?q=Tyrosine%20Hydroxylase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Dopamine beta-Hydroxylase Deficiency,https://pathbank.org/search?q=Dopamine%20beta-Hydroxylase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,beta-Mercaptolactate-Cysteine Disulfiduria,https://pathbank.org/search?q=beta-Mercaptolactate-Cysteine%20Disulfiduria&searcher=pathways&filter_species=Mus+musculus
PathBank,5-Oxoprolinase Deficiency,https://pathbank.org/search?q=5-Oxoprolinase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,gamma-Glutamyltranspeptidase Deficiency,https://pathbank.org/search?q=gamma-Glutamyltranspeptidase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Malonyl-CoA Decarboxylase Deficiency,https://pathbank.org/search?q=Malonyl-CoA%20Decarboxylase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Hypophosphatasia,https://pathbank.org/search?q=Hypophosphatasia&searcher=pathways&filter_species=Mus+musculus
PathBank,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency",https://pathbank.org/search?q=Creatine%20Deficiency%2C%20Guanidinoacetate%20Methyltransferase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperornithinemia with Gyrate Atrophy (HOGA),https://pathbank.org/search?q=Hyperornithinemia%20with%20Gyrate%20Atrophy%20%28HOGA%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],https://pathbank.org/search?q=Hyperornithinemia-Hyperammonemia-Homocitrullinuria%20%5BHHH-syndrome%5D&searcher=pathways&filter_species=Mus+musculus
PathBank,L-Arginine:Glycine Amidinotransferase Deficiency,https://pathbank.org/search?q=L-Arginine%3AGlycine%20Amidinotransferase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Cholesteryl Ester Storage Disease,https://pathbank.org/search?q=Cholesteryl%20Ester%20Storage%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyper-IgD Syndrome,https://pathbank.org/search?q=Hyper-IgD%20Syndrome&searcher=pathways&filter_species=Mus+musculus
PathBank,Mevalonic Aciduria,https://pathbank.org/search?q=Mevalonic%20Aciduria&searcher=pathways&filter_species=Mus+musculus
PathBank,Wolman Disease,https://pathbank.org/search?q=Wolman%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Xanthinuria Type I,https://pathbank.org/search?q=Xanthinuria%20Type%20I&searcher=pathways&filter_species=Mus+musculus
PathBank,Xanthinuria Type II,https://pathbank.org/search?q=Xanthinuria%20Type%20II&searcher=pathways&filter_species=Mus+musculus
PathBank,gamma-Cystathionase Deficiency (CTH),https://pathbank.org/search?q=gamma-Cystathionase%20Deficiency%20%28CTH%29&searcher=pathways&filter_species=Mus+musculus
PathBank,"Homocystinuria, Cystathionine beta-Synthase Deficiency",https://pathbank.org/search?q=Homocystinuria%2C%20Cystathionine%20beta-Synthase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,"Adrenoleukodystrophy, X-Linked",https://pathbank.org/search?q=Adrenoleukodystrophy%2C%20X-Linked&searcher=pathways&filter_species=Mus+musculus
PathBank,Carnitine-Acylcarnitine Translocase Deficiency,https://pathbank.org/search?q=Carnitine-Acylcarnitine%20Translocase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Glucose-6-phosphate Dehydrogenase Deficiency,https://pathbank.org/search?q=Glucose-6-phosphate%20Dehydrogenase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Ribose-5-phosphate Isomerase Deficiency,https://pathbank.org/search?q=Ribose-5-phosphate%20Isomerase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Transaldolase Deficiency,https://pathbank.org/search?q=Transaldolase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,3-Hydroxyisobutyric Acid Dehydrogenase Deficiency,https://pathbank.org/search?q=3-Hydroxyisobutyric%20Acid%20Dehydrogenase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,3-Hydroxyisobutyric Aciduria,https://pathbank.org/search?q=3-Hydroxyisobutyric%20Aciduria&searcher=pathways&filter_species=Mus+musculus
PathBank,Isobutyryl-CoA Dehydrogenase Deficiency,https://pathbank.org/search?q=Isobutyryl-CoA%20Dehydrogenase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Isovaleric Acidemia,https://pathbank.org/search?q=Isovaleric%20Acidemia&searcher=pathways&filter_species=Mus+musculus
PathBank,Fabry Disease,https://pathbank.org/search?q=Fabry%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Krabbe Disease,https://pathbank.org/search?q=Krabbe%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,"Hyperlysinemia I, Familial",https://pathbank.org/search?q=Hyperlysinemia%20I%2C%20Familial&searcher=pathways&filter_species=Mus+musculus
PathBank,Hyperlysinemia II or Saccharopinuria,https://pathbank.org/search?q=Hyperlysinemia%20II%20or%20Saccharopinuria&searcher=pathways&filter_species=Mus+musculus
PathBank,D-Glyceric Acidura,https://pathbank.org/search?q=D-Glyceric%20Acidura&searcher=pathways&filter_species=Mus+musculus
PathBank,Familial Lipoprotein Lipase Deficiency,https://pathbank.org/search?q=Familial%20Lipoprotein%20Lipase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,"Glycogenosis, Type VII. Tarui Disease",https://pathbank.org/search?q=Glycogenosis%2C%20Type%20VII.%20Tarui%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Sulfite Oxidase Deficiency,https://pathbank.org/search?q=Sulfite%20Oxidase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Monoamine Oxidase-A Deficiency (MAO-A),https://pathbank.org/search?q=Monoamine%20Oxidase-A%20Deficiency%20%28MAO-A%29&searcher=pathways&filter_species=Mus+musculus
PathBank,"G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease",https://pathbank.org/search?q=G%28M2%29-Gangliosidosis%3A%20Variant%20B%2C%20Tay-Sachs%20Disease&searcher=pathways&filter_species=Mus+musculus
PathBank,Adenine Phosphoribosyltransferase Deficiency (APRT),https://pathbank.org/search?q=Adenine%20Phosphoribosyltransferase%20Deficiency%20%28APRT%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Mitochondrial DNA Depletion Syndrome,https://pathbank.org/search?q=Mitochondrial%20DNA%20Depletion%20Syndrome&searcher=pathways&filter_species=Mus+musculus
PathBank,Myoadenylate Deaminase Deficiency,https://pathbank.org/search?q=Myoadenylate%20Deaminase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Carnitine Palmitoyl Transferase Deficiency I,https://pathbank.org/search?q=Carnitine%20Palmitoyl%20Transferase%20Deficiency%20I&searcher=pathways&filter_species=Mus+musculus
PathBank,Long Chain Acyl-CoA Dehydrogenase Deficiency (LCAD),https://pathbank.org/search?q=Long%20Chain%20Acyl-CoA%20Dehydrogenase%20Deficiency%20%28LCAD%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Very-Long-Chain Acyl-CoA Dehydrogenase Deficiency (VLCAD),https://pathbank.org/search?q=Very-Long-Chain%20Acyl-CoA%20Dehydrogenase%20Deficiency%20%28VLCAD%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Carnitine Palmitoyl Transferase Deficiency II,https://pathbank.org/search?q=Carnitine%20Palmitoyl%20Transferase%20Deficiency%20II&searcher=pathways&filter_species=Mus+musculus
PathBank,Medium Chain Acyl-CoA Dehydrogenase Deficiency (MCAD),https://pathbank.org/search?q=Medium%20Chain%20Acyl-CoA%20Dehydrogenase%20Deficiency%20%28MCAD%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Long-Chain-3-Hydroxyacyl-CoA Dehydrogenase Deficiency (LCHAD),https://pathbank.org/search?q=Long-Chain-3-Hydroxyacyl-CoA%20Dehydrogenase%20Deficiency%20%28LCHAD%29&searcher=pathways&filter_species=Mus+musculus
PathBank,Trifunctional Protein Deficiency,https://pathbank.org/search?q=Trifunctional%20Protein%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Congenital Lactic Acidosis,https://pathbank.org/search?q=Congenital%20Lactic%20Acidosis&searcher=pathways&filter_species=Mus+musculus
PathBank,Fumarase Deficiency,https://pathbank.org/search?q=Fumarase%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,Mitochondrial Complex II Deficiency,https://pathbank.org/search?q=Mitochondrial%20Complex%20II%20Deficiency&searcher=pathways&filter_species=Mus+musculus
PathBank,2-Ketoglutarate Dehydrogenase Complex Deficiency,https://pathbank.org/search?q=2-Ketoglutarate%20Dehydrogenase%20Complex%20Deficiency&searcher=pathways&filter_species=Mus+musculus
